nda,abcd,instrument
tfmri_ma_alvn_smscs_inflatvh,tfmri_mid_all_antic.loss.vs.neutral_sem_subcort.aseg_inf.lat.vent.rh,abcd_midasemp101
tfmri_ma_alvn_smscs_crbwmrh,tfmri_mid_all_antic.loss.vs.neutral_sem_subcort.aseg_cerebellum.white.matter.rh,abcd_midasemp101
tfmri_ma_alvn_smscs_crbcxrh,tfmri_mid_all_antic.loss.vs.neutral_sem_subcort.aseg_cerebellum.cortex.rh,abcd_midasemp101
tfmri_ma_alvn_smscs_tprh,tfmri_mid_all_antic.loss.vs.neutral_sem_subcort.aseg_thalamus.proper.rh,abcd_midasemp101
tfmri_ma_alvn_smscs_cerh,tfmri_mid_all_antic.loss.vs.neutral_sem_subcort.aseg_caudate.rh,abcd_midasemp101
tfmri_ma_alvn_smscs_ptrh,tfmri_mid_all_antic.loss.vs.neutral_sem_subcort.aseg_putamen.rh,abcd_midasemp101
tfmri_ma_alvn_smscs_pdrh,tfmri_mid_all_antic.loss.vs.neutral_sem_subcort.aseg_pallidum.rh,abcd_midasemp101
tfmri_ma_alvn_smscs_hpusrh,tfmri_mid_all_antic.loss.vs.neutral_sem_subcort.aseg_hippocampus.rh,abcd_midasemp101
tfmri_ma_alvn_smscs_ayrh,tfmri_mid_all_antic.loss.vs.neutral_sem_subcort.aseg_amygdala.rh,abcd_midasemp101
tfmri_ma_alvn_smscs_aarh,tfmri_mid_all_antic.loss.vs.neutral_sem_subcort.aseg_accumbens.area.rh,abcd_midasemp101
tfmri_ma_alvn_smscs_valdcrh,tfmri_mid_all_antic.loss.vs.neutral_sem_subcort.aseg_ventraldc.rh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_cbwmlh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_cerebral.white.matter.lh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_lcelh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_lateral.ventricle.lh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_inftvlh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_inf.lat.vent.lh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_crbwmlh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_cerebellum.white.matter.lh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_crbcxlh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_cerebellum.cortex.lh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_tplh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_thalamus.proper.lh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_celh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_caudate.lh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_ptlh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_putamen.lh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_pdlh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_pallidum.lh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_3rdvicle,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_3rd.ventricle,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_4thvicle,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_4th.ventricle,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_bs,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_brain.stem,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_hpuslh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_hippocampus.lh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_aylh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_amygdala.lh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_csf,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_csf,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_aalh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_accumbens.area.lh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_valdclh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_ventraldc.lh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_cbwmrh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_cerebral.white.matter.rh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_lcerh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_lateral.ventricle.rh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_inflatvh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_inf.lat.vent.rh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_crbwmrh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_cerebellum.white.matter.rh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_crbcxrh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_cerebellum.cortex.rh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_tprh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_thalamus.proper.rh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_cerh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_caudate.rh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_ptrh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_putamen.rh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_pdrh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_pallidum.rh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_hpusrh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_hippocampus.rh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_ayrh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_amygdala.rh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_aarh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_accumbens.area.rh,abcd_midasemp101
tfmri_ma_rpvnfb_smscs_valdcrh,tfmri_mid_all_reward.pos.vs.neg.feedback_sem_subcort.aseg_ventraldc.rh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_cbwmlh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_cerebral.white.matter.lh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_lcelh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_lateral.ventricle.lh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_inftvlh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_inf.lat.vent.lh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_crbwmlh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_cerebellum.white.matter.lh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_crbcxlh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_cerebellum.cortex.lh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_tplh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_thalamus.proper.lh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_celh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_caudate.lh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_ptlh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_putamen.lh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_pdlh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_pallidum.lh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_3rdvicle,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_3rd.ventricle,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_4thvicle,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_4th.ventricle,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_bs,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_brain.stem,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_hpuslh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_hippocampus.lh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_aylh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_amygdala.lh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_csf,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_csf,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_aalh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_accumbens.area.lh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_valdclh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_ventraldc.lh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_cbwmrh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_cerebral.white.matter.rh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_lcerh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_lateral.ventricle.rh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_inflatvh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_inf.lat.vent.rh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_crbwmrh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_cerebellum.white.matter.rh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_crbcxrh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_cerebellum.cortex.rh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_tprh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_thalamus.proper.rh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_cerh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_caudate.rh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_ptrh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_putamen.rh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_pdrh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_pallidum.rh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_hpusrh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_hippocampus.rh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_ayrh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_amygdala.rh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_aarh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_accumbens.area.rh,abcd_midasemp101
tfmri_ma_lpvnfb_smscs_valdcrh,tfmri_mid_all_loss.pos.vs.neg.feedback_sem_subcort.aseg_ventraldc.rh,abcd_midasemp101
tfmri_ma_alrvn_smscs_cbwmlh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_cerebral.white.matter.lh,abcd_midasemp101
tfmri_ma_alrvn_smscs_lcelh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_lateral.ventricle.lh,abcd_midasemp101
tfmri_ma_alrvn_smscs_inflatvlh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_inf.lat.vent.lh,abcd_midasemp101
tfmri_ma_alrvn_smscs_crbwmlh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_cerebellum.white.matter.lh,abcd_midasemp101
tfmri_ma_alrvn_smscs_crbcxlh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_cerebellum.cortex.lh,abcd_midasemp101
tfmri_ma_alrvn_smscs_tplh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_thalamus.proper.lh,abcd_midasemp101
tfmri_ma_alrvn_smscs_celh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_caudate.lh,abcd_midasemp101
tfmri_ma_alrvn_smscs_ptlh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_putamen.lh,abcd_midasemp101
tfmri_ma_alrvn_smscs_pdlh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_pallidum.lh,abcd_midasemp101
tfmri_ma_alrvn_smscs_3rdvicle,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_3rd.ventricle,abcd_midasemp101
tfmri_ma_alrvn_smscs_4thvicle,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_4th.ventricle,abcd_midasemp101
tfmri_ma_alrvn_smscs_bs,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_brain.stem,abcd_midasemp101
tfmri_ma_alrvn_smscs_hpuslh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_hippocampus.lh,abcd_midasemp101
tfmri_ma_alrvn_smscs_aylh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_amygdala.lh,abcd_midasemp101
tfmri_ma_alrvn_smscs_csf,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_csf,abcd_midasemp101
tfmri_ma_alrvn_smscs_aalh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_accumbens.area.lh,abcd_midasemp101
tfmri_ma_alrvn_smscs_valdclh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_ventraldc.lh,abcd_midasemp101
tfmri_ma_alrvn_smscs_cbwmrh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_cerebral.white.matter.rh,abcd_midasemp101
tfmri_ma_alrvn_smscs_lcerh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_lateral.ventricle.rh,abcd_midasemp101
tfmri_ma_alrvn_smscs_inflatvh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_inf.lat.vent.rh,abcd_midasemp101
tfmri_ma_alrvn_smscs_crbwmrh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_cerebellum.white.matter.rh,abcd_midasemp101
tfmri_ma_alrvn_smscs_crbcxrh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_cerebellum.cortex.rh,abcd_midasemp101
tfmri_ma_alrvn_smscs_tprh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_thalamus.proper.rh,abcd_midasemp101
tfmri_ma_alrvn_smscs_cerh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_caudate.rh,abcd_midasemp101
tfmri_ma_alrvn_smscs_ptrh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_putamen.rh,abcd_midasemp101
tfmri_ma_alrvn_smscs_pdrh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_pallidum.rh,abcd_midasemp101
tfmri_ma_alrvn_smscs_hpusrh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_hippocampus.rh,abcd_midasemp101
tfmri_ma_alrvn_smscs_ayrh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_amygdala.rh,abcd_midasemp101
tfmri_ma_alrvn_smscs_aarh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_accumbens.area.rh,abcd_midasemp101
tfmri_ma_alrvn_smscs_valdcrh,tfmri_mid_all_antic.large.reward.vs.neutral_sem_subcort.aseg_ventraldc.rh,abcd_midasemp101
tfmri_ma_asrvn_smscs_cbwmlh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_cerebral.white.matter.lh,abcd_midasemp101
tfmri_ma_asrvn_smscs_lcelh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_lateral.ventricle.lh,abcd_midasemp101
tfmri_ma_asrvn_smscs_inflatvlh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_inf.lat.vent.lh,abcd_midasemp101
tfmri_ma_asrvn_smscs_crbwmlh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_cerebellum.white.matter.lh,abcd_midasemp101
tfmri_ma_asrvn_smscs_crbcxlh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_cerebellum.cortex.lh,abcd_midasemp101
tfmri_ma_asrvn_smscs_tplh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_thalamus.proper.lh,abcd_midasemp101
tfmri_ma_asrvn_smscs_celh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_caudate.lh,abcd_midasemp101
tfmri_ma_asrvn_smscs_ptlh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_putamen.lh,abcd_midasemp101
tfmri_ma_asrvn_smscs_pdlh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_pallidum.lh,abcd_midasemp101
tfmri_ma_asrvn_smscs_3rdvicle,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_3rd.ventricle,abcd_midasemp101
tfmri_ma_asrvn_smscs_4thvicle,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_4th.ventricle,abcd_midasemp101
tfmri_ma_asrvn_smscs_bs,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_brain.stem,abcd_midasemp101
tfmri_ma_asrvn_smscs_hpuslh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_hippocampus.lh,abcd_midasemp101
tfmri_ma_asrvn_smscs_aylh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_amygdala.lh,abcd_midasemp101
tfmri_ma_asrvn_smscs_csf,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_csf,abcd_midasemp101
tfmri_ma_asrvn_smscs_aalh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_accumbens.area.lh,abcd_midasemp101
tfmri_ma_asrvn_smscs_valdclh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_ventraldc.lh,abcd_midasemp101
tfmri_ma_asrvn_smscs_cbwmrh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_cerebral.white.matter.rh,abcd_midasemp101
tfmri_ma_asrvn_smscs_lcerh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_lateral.ventricle.rh,abcd_midasemp101
tfmri_ma_asrvn_smscs_inflatvh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_inf.lat.vent.rh,abcd_midasemp101
tfmri_ma_asrvn_smscs_crbwmrh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_cerebellum.white.matter.rh,abcd_midasemp101
tfmri_ma_asrvn_smscs_crbcxrh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_cerebellum.cortex.rh,abcd_midasemp101
tfmri_ma_asrvn_smscs_tprh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_thalamus.proper.rh,abcd_midasemp101
tfmri_ma_asrvn_smscs_cerh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_caudate.rh,abcd_midasemp101
tfmri_ma_asrvn_smscs_ptrh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_putamen.rh,abcd_midasemp101
tfmri_ma_asrvn_smscs_pdrh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_pallidum.rh,abcd_midasemp101
tfmri_ma_asrvn_smscs_hpusrh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_hippocampus.rh,abcd_midasemp101
tfmri_ma_asrvn_smscs_ayrh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_amygdala.rh,abcd_midasemp101
tfmri_ma_asrvn_smscs_aarh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_accumbens.area.rh,abcd_midasemp101
tfmri_ma_asrvn_smscs_valdcrh,tfmri_mid_all_antic.small.reward.vs.neutral_sem_subcort.aseg_ventraldc.rh,abcd_midasemp101
tfmri_ma_alvsr_smscs_cbwmlh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_cerebral.white.matter.lh,abcd_midasemp101
tfmri_ma_alvsr_smscs_lcelh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_lateral.ventricle.lh,abcd_midasemp101
tfmri_ma_alvsr_smscs_inflatvlh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_inf.lat.vent.lh,abcd_midasemp101
tfmri_ma_alvsr_smscs_crbwmlh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_cerebellum.white.matter.lh,abcd_midasemp101
tfmri_ma_alvsr_smscs_crbcxlh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_cerebellum.cortex.lh,abcd_midasemp101
tfmri_ma_alvsr_smscs_tplh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_thalamus.proper.lh,abcd_midasemp101
tfmri_ma_alvsr_smscs_celh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_caudate.lh,abcd_midasemp101
tfmri_ma_alvsr_smscs_ptlh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_putamen.lh,abcd_midasemp101
tfmri_ma_alvsr_smscs_pdlh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_pallidum.lh,abcd_midasemp101
tfmri_ma_alvsr_smscs_3rdvicle,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_3rd.ventricle,abcd_midasemp101
tfmri_ma_alvsr_smscs_4thvicle,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_4th.ventricle,abcd_midasemp101
tfmri_ma_alvsr_smscs_bs,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_brain.stem,abcd_midasemp101
tfmri_ma_alvsr_smscs_hpuslh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_hippocampus.lh,abcd_midasemp101
tfmri_ma_alvsr_smscs_aylh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_amygdala.lh,abcd_midasemp101
tfmri_ma_alvsr_smscs_csf,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_csf,abcd_midasemp101
tfmri_ma_alvsr_smscs_aalh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_accumbens.area.lh,abcd_midasemp101
tfmri_ma_alvsr_smscs_valdclh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_ventraldc.lh,abcd_midasemp101
tfmri_ma_alvsr_smscs_cbwmrh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_cerebral.white.matter.rh,abcd_midasemp101
tfmri_ma_alvsr_smscs_lcerh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_lateral.ventricle.rh,abcd_midasemp101
tfmri_ma_alvsr_smscs_inflatvh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_inf.lat.vent.rh,abcd_midasemp101
tfmri_ma_alvsr_smscs_crbwmrh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_cerebellum.white.matter.rh,abcd_midasemp101
tfmri_ma_alvsr_smscs_crbcxrh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_cerebellum.cortex.rh,abcd_midasemp101
tfmri_ma_alvsr_smscs_tprh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_thalamus.proper.rh,abcd_midasemp101
tfmri_ma_alvsr_smscs_cerh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_caudate.rh,abcd_midasemp101
tfmri_ma_alvsr_smscs_ptrh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_putamen.rh,abcd_midasemp101
tfmri_ma_alvsr_smscs_pdrh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_pallidum.rh,abcd_midasemp101
tfmri_ma_alvsr_smscs_hpusrh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_hippocampus.rh,abcd_midasemp101
tfmri_ma_alvsr_smscs_ayrh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_amygdala.rh,abcd_midasemp101
tfmri_ma_alvsr_smscs_aarh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_accumbens.area.rh,abcd_midasemp101
tfmri_ma_alvsr_smscs_valdcrh,tfmri_mid_all_antic.large.vs.small.reward_sem_subcort.aseg_ventraldc.rh,abcd_midasemp101
tfmri_ma_allvn_smscs_cbwmlh,tfmri_mid_all_antic.large.loss.vs.neutral_sem_subcort.aseg_cerebral.white.matter.lh,abcd_midasemp101
tfmri_ma_allvn_smscs_lcelh,tfmri_mid_all_antic.large.loss.vs.neutral_sem_subcort.aseg_lateral.ventricle.lh,abcd_midasemp101
tfmri_ma_allvn_smscs_inflatvlh,tfmri_mid_all_antic.large.loss.vs.neutral_sem_subcort.aseg_inf.lat.vent.lh,abcd_midasemp101
tfmri_ma_allvn_smscs_crbwmlh,tfmri_mid_all_antic.large.loss.vs.neutral_sem_subcort.aseg_cerebellum.white.matter.lh,abcd_midasemp101
tfmri_ma_allvn_smscs_crbcxlh,tfmri_mid_all_antic.large.loss.vs.neutral_sem_subcort.aseg_cerebellum.cortex.lh,abcd_midasemp101
tfmri_ma_allvn_smscs_tplh,tfmri_mid_all_antic.large.loss.vs.neutral_sem_subcort.aseg_thalamus.proper.lh,abcd_midasemp101
tfmri_ma_allvn_smscs_celh,tfmri_mid_all_antic.large.loss.vs.neutral_sem_subcort.aseg_caudate.lh,abcd_midasemp101
tfmri_ma_allvn_smscs_ptlh,tfmri_mid_all_antic.large.loss.vs.neutral_sem_subcort.aseg_putamen.lh,abcd_midasemp101
tfmri_ma_allvn_smscs_pdlh,tfmri_mid_all_antic.large.loss.vs.neutral_sem_subcort.aseg_pallidum.lh,abcd_midasemp101
tfmri_ma_allvn_smscs_3rdvicle,tfmri_mid_all_antic.large.loss.vs.neutral_sem_subcort.aseg_3rd.ventricle,abcd_midasemp101
tfmri_ma_allvn_smscs_4thvicle,tfmri_mid_all_antic.large.loss.vs.neutral_sem_subcort.aseg_4th.ventricle,abcd_midasemp101
tfmri_ma_allvn_smscs_bs,tfmri_mid_all_antic.large.loss.vs.neutral_sem_subcort.aseg_brain.stem,abcd_midasemp101
tfmri_ma_allvn_smscs_hpuslh,tfmri_mid_all_antic.large.loss.vs.neutral_sem_subcort.aseg_hippocampus.lh,abcd_midasemp101
tfmri_ma_allvn_smscs_aylh,tfmri_mid_all_antic.large.loss.vs.neutral_sem_subcort.aseg_amygdala.lh,abcd_midasemp101
tfmri_ma_allvn_smscs_csf,tfmri_mid_all_antic.large.loss.vs.neutral_sem_subcort.aseg_csf,abcd_midasemp101
tfmri_ma_allvn_smscs_aalh,tfmri_mid_all_antic.large.loss.vs.neutral_sem_subcort.aseg_accumbens.area.lh,abcd_midasemp101
tfmri_ma_allvn_smscs_valdclh,tfmri_mid_all_antic.large.loss.vs.neutral_sem_subcort.aseg_ventraldc.lh,abcd_midasemp101
